node_key,difference
020ecab5348cbd785853d6fc68917a85ece1eed870f88fb5f916b91a79e2497931,1428438
024a96e7a6666f47a902c51cffe3c0e3f91ae81e64a60776b9ece994126bf506a0,1428430
0387f7780aeeb10a8ab0b5334629855d21dec1c168ce59113fe0f6197ee9c8ca9a,1428418
0342a1d10bfeb96388e4b10e94c8417f783c4f68f291cc2f4cf6a49afc134d8e55,1428417
0255d13727a1b09041b6fe86193d850db3c0794e7ab44b02ef693f6ccaacc93019,1428364
0242fc403ab8fc5c9f4eda712b364c04b5652a20c2ec76a0731ee8ca80094242fa,1428362
02aa530626e316ec2e5e5083ac20e14d52c05af1a6546b02eb76458fc9ea53a95e,1428361
034a0c2657b9dc2b3e4c0ae9491dd384b1198ed065f685b400193ee8e6873887c5,1428355
02e2a0cabee2371b2716996dc103a0a6ff234f90b8c2e751b4360d28e8b41f9bb8,1428353
03c1a043c45ac6181f238bb1c5793bc93daaab619b8ea5b17e6297cb2860e2b721,1428346
03b71794f32b212769f90bb1d3318743deda6bea8a4928030d6f9616a6c00e9b5e,1428342
030d28b5b270dfe74010474438acac930aa8058aa2399eca21e5d4fe1284ab04f5,1428341
027c29dd23e878f4c99e9971fa70a95f27cc3fa536ba87b0175992ea38524d1562,1428333
02e548d793156d91b55b3ad06f898b917e0e6f88abc5f102c932f8acc402b197e8,1428323
029bc7b03075421b3eb9276a1387d8ebee52d45780b3b75478e9ab917e21e85d28,1428309
03686306ee3943757e4437b6e6740b67d657b362debbd92d7acdc48d9155dae685,1428309
03939768318e4e89144ffa77f4331aa0e29904444ab74ef153aea51ce0a8bc75a7,1428309
028bf901bff434b02755881fcfa4ad928d4ee2ce5df61e8f9733c206649f8d9d8f,1428284
038b1bcc891c184a8a123675649a5af6eb28917697574f192f4b171753c78e81a6,1428274
02f15320c9f3ef5a36316525719c7b8465a6ec612818bf63b9e288b69c3ee82a5d,1428273
0316605e377129d4a372eaff9101173a0f0ccd04ea02b6d5ee2a106617978ab3fd,1428242
03fbcc5f84da1566bd738b343d61f4180483198864c834dcd32931a8cb7b178deb,1428234
02b350fcada8d362f0810bb3c05f6d920c7cbb2d368c11bddc7dc3eb0acefa7e7e,1428217
027bce6e6306e0c2bb041de156c72c9148590aac595f408fe264f7a751e8f1cfbb,1428178
027f6517632a33fcafb4afc15c26fc9ec16a51dad1a2308ac311fabf034f3dcda0,1428159
03fae0a2a818dc1b30ff970533e4de7ce095fcd041cf3d800a839b48c81161c380,1428145
022c44cc8e8137612e77a254baaeb46a912d16f901e680b5f5a3fc396787521275,1428141
02279c6ba3aea6f26d4f5ed68aea8dbf353c6c752a624fba12326946d4af078733,1428140
0394670c697764704073b2a28ab3c61668525c61bb3605b7f80d8101e21a62c950,1428139
03da0906176159ad18eec2f024ba6cf776e262d33dbc5e0cf5822f499d6142a3a5,1428128
027b2fae6f414d1af1fc6c7ff91a5e0531f7dd5c6f61447a928607996d11e1265c,1428127
03bc2036575895cc76ef90072fca72dae235ee872aba68ab29d3eb934cd189931d,1428123
03fe8453a19b7a96948a0c1684f6652ef059ddba5733dd49a50e63cf8ceb051e54,1428112
0373361a738a6a5823a8eb79bb175ebb4b0df77b3450988b9e1af3be17ae564255,1428106
03ad20ae748965c993edb57676c573f62d5ca9bd367e7451520c2fa30de15d0977,1428106
029500ed0528c2f2ed373d858301235cee59da94a93dc63ea125819f68a48c3a67,1428097
037dd6cba3f3c6d5763c513aabef7478adf32c0f02acffcbc46bfe445fe40608b4,1428089
03b56beb37730cb9f1e12833d2f7cc29a540913c79117791fd748a069b90df7215,1428085
02690c41f161efb9cb7681efea69e414b92078c30ffcd2cfe5cb3ba43626e08556,1428074
02a68e2f57f8431d21b4bc85959ff1d278fe68fdca72a731c225d72801f8347b55,1428068
02e10038db6e2753ed65f1a398657ac2768ea12ec0b540938085c628b6a3da419a,1428054
0214510f36c10b88284f8db8b06d955fd00a30f97f161c3d783a76bb42ebf5dbd6,1428048
03742896ae74c969698f937ac566afbc0bb213790454dcf873e06e41d9643a44ed,1428048
02a0eef7c48d66780e9927cd1858fd5fc90419d342de0dc6a723afa6fe85303f15,1428042
03ebf39a13510e36600fd3f67118a705cc01c9f7127c5a7a5ffb15ec0aaccf6716,1428033
0241749b5f965d9dea21945d44b33e7282b52a5391388a3bf6abbbed454db88c03,1428031
02895dc4edaa31fbe8391a77382f50d4e3a5fd296ea8f9230521525b67b4fbca61,1428030
02c11813a22f85041802f04d3a6ad0eb3728c286b6858db5a372f5f22497bdc7f3,1428030
0320f168bfd87228c210321b961c9aca0c6fb8253512fcb8e687872c60a4fc2f99,1428004
026a05c0a327a3404fd1f00889f2af14387fa5d42c65f4695ed1942b65668c16af,1427968
03d4a5a6d98f6c7ecace38c6453ef796bdf8eca0d6518fae4a959180358f330fb9,1427956
0381a095c779fcd50d82d43d4631706f61f8e22fcf4db2e9baa4f631687921d0c4,1427953
02de62d7499c007afaee1af7e40eeb09cf7d5fefb7ee371c19b6f90ea63c7d002f,1427943
038765cdee6f8cf6e30369f0290583947fbe5a149fb96f48651c4623afc24db278,1427923
0273bb8868e5ba5a95044b8090150a6505f0c5e8b24c970211f8a35158e12c09d5,1427823
03c36f512eb45fbb9a14b43321507ac202912b520a81641f1f4a18d9183b2ceb88,1427796
03413e903cee04352ff2febe8e7712ca091bfc50a4372af15485c481fb0176c9c5,1427710
02ca24ca678021a6d89f4bf73356f3211bbb24e96fe4e8212eca0715965fceffce,1427687
0347f9a5e14ac5ac1374f250bfda4b3b49474c5f9a41865119a0185fbb77d24782,1427679
03e35681a70d4d401d15e5e1a40fa457b4e617b225c89e0f0720d13253424f2aaa,1427528
03dce4dc6e2560b00688d8a953179a1de2d1b2de7855e16b01d840b1828ec1a142,1427439
02084d77a908f1fac395e1b351305a42dbe46b9026896c7d7881275af49529cbb6,1427425
034e4088352739a7d5c0a782c978684f5337a0c48269eac11fbcd305e9c182409d,1427366
030c9c793be5a68fe7af887bc763de83f85d8d04007e0ca7cdb6464c59abbfe546,1427268
03fd4a371a54d34ff0da19c038b72aca0b7060dba1b53530d9d378e808973a3ee4,1427207
03fc35c37eaf31a588ae1124cd07960bafc73296e8ee40a024ab7a5a2b20000a07,1426992
027fc9b96a2fc0e15111fd3419c16dcff3e200d3ec0a4cfe4c465dcfe987cd4ac7,1426935
02cb359aa1cb0cfcdc82488cc1e3b7bc21373b086ac5db3b2afba894631b0708d4,1426911
02d655b6a18cefaac5cf01a359b97f1c4882902fa97681899ea83c767111abf7f2,1426903
0316ce4ac1aaac07547efa52a6235f0461e0f19785ee9f22ac1cac700b12adad28,1426897
03a7f992d243eff724ec1d065d9ba278e47ab5ad0670017a84fca9aa7a12cf1387,1426878
021b547a376bf97b8de30d964d14d577aa415e418259cbdd64e4f18e0965fc395b,1426443
03b3561a4b5b34330dbdee62c06dca086164c5014221f8122ae9cc664f8b0f326e,1426396
0218c55be6a43deaba428689ba69c803de16bfd1967abf8b487a92505fb629fa7b,1426361
028d2c4abb348b496dc6647419930a24a899625e6d523d3eba891545ea39c747bc,1426355
033c2a95f4b82c8ea354323b62513689a07c6ca068be2ad17b7b931ee828e08c7c,1426354
032af6f4e7e48e8e1b763e70a320916c0e641c4d51396a7ed154ef804551281563,1426352
025ece599d6fb17b5aeae32589456fc7d172502559365186e712798ebaeca93a07,1426347
03f29d735d03498d4bed1f972200f701c3155591360bb146896edaa3eafb30b5ee,1426340
03e1ed7467573e3e14716dddc87be4a3f6a3cbd38b7fc312dce7cee710c7530e35,1426339
0224c51720f10466814ea29651e40ea8ad9c39df67ff25208eeae224284fb38145,1426330
020fbb6d5aefc921cede0f6bfb66258e7757de4c4a92f0085db125bed36d6fc388,1426319
0321cadd4e0618e3ec8c337f9765175acaddf50fa9c3cf0c1ef215ea0c40053995,1426181
0323282f630568c963104d9f8df3fd4d4ff83b59757a247438caabb7172d3cb074,1425994
02c4f110588cf1b9d06704a50fa8d89aa0de6162d80c13bce88ca13cdb1a5a83c6,1425886
03e399d9cc5ef1a7fcfd90a52073f2c4b41392c16cfa7075fbd4b9b7416c0c54e4,1425882
0273a95d933b8c4c8d12d8932d97f85395f4551347edf2ad0d9c411e04c923d9a4,1425866
02f85a8a7e5c7ce10df1cfa30bc4180da17d7aec0ddb49b93f85801946e0ddb837,1425864
03e7f5fbff999d96175f369eef43ee4fb03f11e24f7cadf69c323d7d6579f5c1c9,1425863
0398e433e3b3abeb3fdddc6df46c1414c66c25486a8b47ca3b7b710e259e83e421,1425862
02dd87fc502156d03eba4b6e0390f1eed7ea838e3f3e9983c22cc7ff8917869660,1425853
03e2c0a74b34be8ae0fb12f3ec67bbfd503f36a7ac1006015e8ff6733a898f740f,1425853
03004a7e821ec69003330531dd9539b1fa352d113bbf9c20149e74c50216ae8837,1425845
027c37c780bfa43680e7412f1762eb5161fbe72c49dd9a79cf8e8f4cfbfdcd7cfc,1425840
02adc0836bf59c6abd792a9ae7b206efd7f0a7546313c62cc274577ae790c1189d,1425838
030de9d52cb1f349428a06a444edfa66ea797db236b955a2a66dddb8e8613f3626,1425837
02672b7d1f3a723b0598dc22bbc9170d7457699ffd4060aebddbe0bd2ef23301e7,1425831
03658855bd283657dcc1e8852376482bfbe4d79d034a5d2c2a5a8b08bc2bcccadc,1425823
02180dafa0a3dfe0496c1497083a8bc3d303289e8eecfcb9b6b56aa97a4b3c5d44,1425742
0273ff809a75fc992b855c9c769bdd7c047965a6356ca2a42f8f4d39c66449261c,1425727
03712591cec80daaf042fc85031b0315d6424314d3056c0fc1f40e61c823a988aa,1425724
02352b61819bbcc92dd1bea5968f8c0ed07a04e73bf03d56b56990e074470163ea,1425704
037afe7e121c748e4ceb8937a2f151475c782f79e7b027a9768e831e9f841b3dea,1425702
0328e729900e5c665e707fcb2ad8ed1b8c22d40ea529b815d588f616a2629b38a7,1425694
027bbd0836b3adce72f1d71579426cfd02fdf1d738279d8a7bf8c056693e495af7,1425675
0269e223ac8b69f7050168fabae4cd5177189ed2ddb1e5749e9115df832bf46941,1425662
03f74d8d3a03cc4a0361f64892980619dbb55b08e4f08827f42022595557325c95,1425577
036e3c88ca034cf8a6c335853b85a406f688c25c8c25ca1aca6cb4b6dc3aac7b0d,1425575
02f4fe7a605f139690975618b63ec1a24e8c954d64c5af359b96d9fc753755f2ef,1425574
02efdcf0744dc644691552eb2f5248cb51b3d12fb0731b5f933e95208b490f76f1,1425548
034084ddf4b0caf78002bfc330d0ea2747e5be049087733955ef49245e5ba2eed2,1425541
03f21ac2429ebdcc56eb51dee2a31bbec405b625c8d3d2a047ca9ec80be54072a5,1425521
02d53438ab40300102b882b282764d66262ba5a2adefd3df95e07b987509288c49,1425516
02fb4af896033a501f046b298bb65ef8241ba8e06c80cdf0d5095e76497f52521c,1425510
02ee965509e6acc04a54060bddae3092ddee927db1a975372a389f2656cdaf27a9,1425509
024b75db03c06c339a0801cc1ed9958804abe3eb0e6178159e59ddf73ffb09ba20,1425503
03021c0b0569ce05f84dcded7070a2c3ae2cdaeab32c44e05bb19559f121629203,1425495
029a9674d9d6106092a28f27bd6b344948c74baad8f309fe9ffa9735c52adeb7b7,1425486
0201c4c073a6cb5f0eb63a243affb2b260cb054340c02a1ef0ab535ef5ce2804af,1425481
0210919d046b2769b52f4aaeff0803bac652680528591df79ed1fb02079cf46e75,1425479
02ec3c8717db5aa8a6382556fa555a8dd7c0f422e03751835d9d50dfa19a9a51d4,1425474
033c06ae6c1b5170af0348fc0c299e396e455477f13f95c3958d33496e5d6062cf,1425474
02d13523e3b56ec2d7ea4de8fde8123acee804fd4c3f3f221dda95dd33a1c2ed8c,1425472
03a7bbba4b517d0a20f0523313ce058d5ea23b992e5dddf40aee5d1a781d54463f,1425472
02526bdf62a0908ff105d9fd0aaadc15731431156927cfcd6627ac52c1528b06eb,1425470
02bed223f5c144a809a1ceb476468e97a1e12d1070ff39dfeec857055c57da39df,1425469
030a9c0e903261e7bc49112ed16764b3012fc0534eb21f892f8d3985067d3d58a3,1425469
022472edef511c5eecf8802519c99e7419beb1d3fe57e2821abb4c2114f21284e5,1425468
0396328b514e92168133128c03bdc3fae3725283867e642c60e4482d1456e4eceb,1425468
023c4837960594814c7ed5d35d3281e40df1582d777cb49e6d7a04464994a5f383,1425466
021eb2680063b7679d3eea054a8d6c650afb13dff770cacaf5994c6ac63d4d2239,1425464
0200254edfdf284dac76fe3dc496ae20b575e5384dc6678b34e764f47aeac2cef5,1425462
02059f0c4d040f5f917e49acbe3a8e325a54917c0252b04f2be76c599181a3df9e,1425460
02536d9eccadd7e7a36b69182b74587591857811bdf0b61040406f6298eb01a735,1425459
03a76827be562ed8d97df6ed93d6b0bd3967c9548d21bd199ae0499be413a25a04,1425456
02bd2f99d30d9c6ce9983483a58a01a27584d70644922eef55c1e103271f6c8fae,1425455
0210fe05960cb780f4ef7fb158d1c01c16522146c2e5d8c4bc41faff880307da71,1425453
039effeeff5b6256892acb11202ebb7c71ec01f8fabe36dcb7a0bfe5d7a960497a,1425442
030e5171bf606b849555c60a2f48027b8410136c35e64baedcd98f8bf44b2f98e3,1425437
034ff57ac9e7adb3beb13aea887e181e4af4d117b5c9efc1ca71cee61793faca1c,1425427
034c8528af89b83530c0c09145e0851b6428639b79e2913810d27563c73971cffb,1425417
02ce5efa604524e52e1f2151b7bc508e7f11dbbf116e6c8475638ebd04bfdab5fb,1425401
0251b31478ca08c8772cf6449cd9587c15f63240acca88b64a956bed93e873e145,1425373
029bfe01fbab787f8ad164b7cbfdae45b5ab7b8d591fbe2860ddacc962677ab6ae,1425343
0315c05ce388713032eed626d737aa92558a32df65b78a7f856d6bc44ad7b3f040,1425340
02aad1a391fff8dfabc7b8eca215d75002f4505e28cd5e2fb367007e7855649dae,1425327
023e03974b56925723e7c45eebee188b7f78e983b360e1e400dc7347dd5c87d2b9,1425321
035c74c2145c882163996040a8d2901ea8e80bcd745b740efe028d26f57e0b4a65,1425318
0258acafda5701728e9683f8c0d0c8af8e1a253fd8b9ec3d4b1c381f1420c38633,1425317
032a945da656db9ec70e3a55436e53197dcaa105a4fe96f5380dc0bd2158816dfe,1425312
0246afc7212550b25539a60bf0f9422fb9c7db8dcb5fec59a5feb1705d8dd87f81,1425308
0279f4ad441a025183d20096f59004f12854567ca7076a3592a8c6296378cb8c51,1425295
02f060a1f8695823226c709058d38f37f9981ef6df2b2c25d88fc578f45d2cc319,1425269
02b75a10bd6cf63e0316c507c6fb8e3f79070f7d37fde9ee006325a1b82c72521b,1425170
02db3a993b8e1fb20e0f63c88289e8660fedee03202b5cd9475cc3a21bdcfd7cfa,1425169
039beebde08d6e090cea9da6cdfa3561785354852774cbac00dadfabdd238ea810,1425163
021d80c636f7d907fce25c5d05197a974c5d35e813150d6fa0f8111b22361383d4,1425161
0373451573b8f9a2b9b0e90ce8e31d5afccece41607a46a3e96434fa1cc23979c9,1425161
03f7f0256c1eeb9f7737a11c665b21514fbc27a5a641c8772d1a923dfde95dd35d,1425157
03711ddf6ae5ba9afe5eb0e1f26b6837d6c0d2d8b56101413108cb81e021bb703f,1425150
02035505513c0274867f9cd4f03bf789d6021092feee7b24a0816d3a7e3a675603,1425146
0292da7b0bc95beeae05ed095e399852a0bf3818909c8f2609eca065c6294eed54,1425141
03f9747853148d7097401580f23f424bd7eb22fc90553512821153d70221a83eeb,1425139
033d62d85d566776e384e04559a948d37500b0e3a43ddbabc0a11253f2c2496e04,1425129
02b9fd0a4de6d0896f2be544281c3a19276b90aeb7f516908de76bd0e0d130a097,1425127
022889b87f3767198e6538356cc06393dc57bad9c17c66704b06606c5b981d598a,1425126
03673ceab53d919723cddc7d1b49d722c5a1570a56a81fef4f9a65dc3a8ede5e78,1425126
0230478d134e50e5361460a7b309971ad2410749d2758f67feb17ae5ce43f5c727,1425124
03b1c6bf9641bde6b3fff36fd9ae24559b68a5f1eec5ecb7d5058676565e877c3a,1425123
027b44847d399708dcea91f43795e12f95ab52927bf2bc6640e1b273c7f5f86a7b,1425116
02ae2abb56be00d74f5d6c6313ab7bc3e707422408194008437ef1cb489d5ce3af,1425116
036a3da14d12e44a20b7d4b82a5e490781559a23dc2abff7ea73bccce0cfa5433f,1425112
037c50493304626a1514da36aaec33a831a8906c01db2d45e3a3e0b627ff5ad494,1425112
036f18d6600b9cf292f048ca72979a28581d55486c7a308f4f79eb6585fcd472a1,1425110
02ea25b647378c643133a4d0c53ced3fdbfe117d496286152b725c1015de324424,1425108
0392999675f6af16b59788de2991cb72cda22cb3f49bbe95ef86a9e21927343dbc,1425108
03791700d9cab5e4e80bdad48da1bc29912e962a7950ffab3f7087d80941fa5c33,1425107
026b8c3ade5f1a346bbc2adc8f0de87c465aee9d0bae6756406995b397584f246a,1425103
032926e7799647227fcff8e88de713b363604493cc7f2b99bb66ab6d9dc0415d6c,1425103
0205934ae8667ffb6dd91373566d3f6683f386a14741954fcd941dc36bd6b564f4,1425100
0266d98f7d275be82d98b320c36f9cf8f2f362d93495706225b7dfd8e5d6849915,1425099
03c8bdde8c43c032c62b7b73a4f95c84eff5d76c2f29ff3e498e184ba71ed4a795,1425094
0231e078f97b2c7b7945a94ae4b6d94bff63e68d6bd677dbd0002925e802e530a4,1425093
02ee3f6fb22f08414e9c099de77a9e4285692c67aa2a65c696959d59823a8d1c30,1425090
035c8ada8dc20541b69065da6b5110b32a3526dcabfcb30e1390a0f1fe2a37ced8,1425090
036552d77eb81b20ddf186362aff62a7604528c1322e80781251129ef185c7c680,1425089
03857c5cf25fb45b78645a96053fcb0f510f617c6447693cd17736dfe02e575571,1425088
03983cf3b96fb0059daedc0c187f90b0d3e6309a0a386e1724e58a7336cb6d43d2,1425083
0340ebbb2782b0f3d8d1bc312ca69a2ba13e87fbdd7e151514b750fae3fa514a47,1425063
02f1e4c3ab5deea852ef741a8216317cdd2471694672b0a025265a149f76e94a15,1425055
038ced2fdee6e731e8f8f68fa49e9c7103e7076bee5d6729bbc274c11c1ca6a13e,1425055
02ad4d0d527cb83c67f9dcc8e582bb02f4c353d66027d76f37c422ca13ed9d28ba,1425052
037b0324dea8680b6fdd6e8ffbf8102d7a610434c7c24d7fb579768b50724095dd,1425043
02ec8d56f818d70ddc58447d68412a414dd5b4cd6f2e12e1a1089752a50d1e27c8,1425035
028300dfa2bbd99daaec7430e71e587a6bff79eeba0293f7745e6c3adecd33e7ec,1424814
0319f10bda4919e38129c04f56e91f5b10aeda21badbafaf51944743c4d59a0a9d,1424792
0274b9bfb3b22b9194f621a1ebf1943c417cfefa0a3e8ff02461590192a1cc929d,1424751
03658f92b31900ce33d00f20fa8171916a814ae4779660eef7a86fb4cf7c5aa59a,1424737
03dc762fe082fc81e29b8e8e93cce1c96ad0f7eaa7fc7774b077f3a61464e13cc1,1424733
03b05c928c370de6b5b6e2e8cb39d80ed6d4bde4caa89dce29894535296cbf0ed0,1424727
033477635fb94be8fcce39c78dcf7f2d1280761001499a6b5fc78b53e2e70b2d7d,1424722
039dd22832274dc9db3353bf06aedcabe3ef3daa3fd04a525208b13ad3e4dee1dc,1424722
039ddfa8c983305c77a3c882d020b3f7162a9b2d7acc3df8499a375e2200b95deb,1424717
02ce63d87017536fef202f1cdfe6fd325f84083ffac10541552f01be5a83a238f0,1424672
035a8bf0a5510e7ade4694f9cb328d5af04e8d7a68baf15bfbb43a1a58cb80e42a,1424665
02bb3475c38a81b9a27e8a38aa156f95e722d3951c16aaebdfa648bd67e87bf31a,1424638
02e6ceb76ae6afeaa839043bf624cb2b66ec70d834ed578825d8e2cd7907e8e5ee,1424487
024382815502bfecb9c8417e5d415e0eac6f3006775a675607a9b19f67c88f9def,1424464
0316a84e3c84fac6e1bf51cb4e2ec589c5340bb80b05762388ab6b072b81314b5e,1424459
02ceca3abcf24532d14b2e978b77d5c9f4d618996f6638ebf5029c0bf983dbe6cb,1424456
03e24a7e1202c90a1a1f27e0c0093c11dcab0a940602c0c7942a275661e5ebe2ae,1424426
0348cb6ccaad34eab261793faa5b171af4c218338c5dd2617542bbc6566d3f7628,1424353
03f0cbbbb53ee50665c8fe8b31a759c2da505904a88caa87c3b3d50b5782e86198,1424315
022b054f008ab0ec27b555c29c3f9e3871b0b2244780828dba749c83e9d66838c0,1424295
037394c1c2e6184adc0ce36b5b97665318998aff0cfa7df34468cee754f0112d8a,1424246
02f5f60926ab5c304a2233045c9c3ed10c0e077e9ef8b3f5ece2ae75804b04977a,1424243
035d21403d6c3e2b4d2ad3a7ec9c397b132bf880f0d70e985364caefc22069f384,1424092
02049445e096a4dc45e07f493d042ff268e4b48c6e67612485daef741865adf2b8,1424034
02ca0df58148ba15987f4a46750e2ac7ebcc554e285c8f2fa337662c7138c86ea0,1424024
02c5562a4e4b64cda5bcccd878b215193102902cdaca4b5a3bb5754cf90a7e9104,1423887
025686b91dc9e3f512cfec662515fe9860f11a5832672ca4a319d51427c89b42a1,1423826
032da98a2dc7b34448082401fdf0e5045cb3c46e6342ca1fd1fb31b70aa931537c,1423547
03463cf254772f54dc45d43cbc0609983697ff63d936b375d5cb53dcd8c17321d3,1423492
034b7553138b44adf2476ac704d7ed13122e633521aaaaef76a6cc3ab84de5e920,1423476
03ed8f746bdce021e7309e090ed3f127e47f12dd726a1a6d6560d30c8c94db6bc4,1423341
029cb2900188ae4c75122501d518c6a972d42893dca6902c980ba5e5e964250644,1423246
02536f3150c5a1c0720fb347a314f5ca6c018ba44adffcb461c6e3fca313441241,1423162
03ece0db26ef7659fdc35e6bbd4dd941e34960e72bd84b969675d5383c9e89a81d,1423162
0300df59d6ff0551d1e582b4627e34d2abb846930b66c4e64e653a803dd934fa5f,1423072
033f8e6ab16c14e6578cbbc9e72be0e2443f0c5b5578415e812a427f93aa98c803,1423002
02d505e4e64436546f0eba8c1e5623cc7316ad9a4b1ec02a8bda0c7c86e0d3985c,1422954
0372d681b985e3b98bf3ac357b78687f4eec62d71b0230c3234a8daa56f12c0c1c,1422954
022babc2bf126213f927dcef85db84668e418d4cd87b9cec402ecd026f425ee01f,1422949
02e241204532d610b06af981cc1fd2c13c72e0357205c5cf4dcf62dd4a5676f368,1422924
026760ad41872d579a84ddde41fb9702d783ed2a6a00e1fffecb87040457ddac50,1422904
03c174821ed513d9f07dbc97d8c9b743b70c57a1a869a71b7a9d9b7b75538a7e48,1422847
